date,open,high,low,close,volume,dividends,stock_splits,capital_gains,symbol
2024-12-02 00:00:00+08:00,32.09456734915626,32.35677719116211,32.09456734915626,32.35677719116211,19501574,0.0,0.0,0.0,0056.TW
2024-12-03 00:00:00+08:00,32.62772766910027,32.6801676344522,32.33929452294919,32.38299560546875,28871915,0.0,0.0,0.0,0056.TW
2024-12-04 00:00:00+08:00,32.40921842321042,32.48787837002692,32.3218129253385,32.4179573059082,15319572,0.0,0.0,0.0,0056.TW
