date,open,high,low,close,volume,dividends,stock_splits,capital_gains,symbol
2024-12-02 00:00:00+08:00,139.0,140.8000030517578,139.0,140.8000030517578,16021,0.0,0.0,0.0,0057.TW
2024-12-03 00:00:00+08:00,142.8000030517578,143.0,142.64999389648438,142.64999389648438,16004,0.0,0.0,0.0,0057.TW
2024-12-04 00:00:00+08:00,142.85000610351562,143.35000610351562,142.85000610351562,143.35000610351562,2000,0.0,0.0,0.0,0057.TW
