date,open,high,low,close,volume,dividends,stock_splits,capital_gains,symbol
2024-12-02 00:00:00+08:00,97.99860897086319,98.92774200439453,97.90080745727494,98.92774200439453,14076,0.0,0.0,0.0,0053.TW
2024-12-03 00:00:00+08:00,99.95466546763393,100.39478345549807,99.95466546763393,100.19917297363281,8200,0.0,0.0,0.0,0053.TW
2024-12-04 00:00:00+08:00,100.19917150816222,100.83489250681691,100.19917150816222,100.78599548339844,14000,0.0,0.0,0.0,0053.TW
