date,open,high,low,close,volume,dividends,stock_splits,symbol
2025-11-03 00:00:00+08:00,23.299999237060547,23.299999237060547,23.0,23.200000762939453,80100,0.0,0.0,6441.TWO
2025-11-04 00:00:00+08:00,23.200000762939453,23.200000762939453,22.899999618530273,23.0,21000,0.0,0.0,6441.TWO
2025-11-05 00:00:00+08:00,22.850000381469727,23.0,22.799999237060547,22.899999618530273,30040,0.0,0.0,6441.TWO
2025-11-06 00:00:00+08:00,22.5,22.850000381469727,22.350000381469727,22.549999237060547,121300,0.0,0.0,6441.TWO
2025-11-07 00:00:00+08:00,22.350000381469727,22.5,22.299999237060547,22.399999618530273,36000,0.0,0.0,6441.TWO
2025-11-10 00:00:00+08:00,22.399999618530273,22.950000762939453,22.399999618530273,22.549999237060547,42312,0.0,0.0,6441.TWO
2025-11-11 00:00:00+08:00,22.450000762939453,22.5,22.299999237060547,22.399999618530273,37037,0.0,0.0,6441.TWO
2025-11-12 00:00:00+08:00,22.450000762939453,22.950000762939453,22.399999618530273,22.649999618530273,73237,0.0,0.0,6441.TWO
2025-11-13 00:00:00+08:00,23.0,23.450000762939453,23.0,23.100000381469727,71021,0.0,0.0,6441.TWO
2025-11-14 00:00:00+08:00,22.799999237060547,23.0,22.75,22.950000762939453,37001,0.0,0.0,6441.TWO
2025-11-17 00:00:00+08:00,22.850000381469727,22.850000381469727,22.549999237060547,22.549999237060547,39044,0.0,0.0,6441.TWO
2025-11-18 00:00:00+08:00,22.299999237060547,22.5,22.299999237060547,22.5,24001,0.0,0.0,6441.TWO
2025-11-19 00:00:00+08:00,22.350000381469727,22.5,22.350000381469727,22.399999618530273,44087,0.0,0.0,6441.TWO
2025-11-20 00:00:00+08:00,22.399999618530273,22.850000381469727,22.399999618530273,22.450000762939453,19000,0.0,0.0,6441.TWO
2025-11-21 00:00:00+08:00,22.75,22.75,22.350000381469727,22.600000381469727,34000,0.0,0.0,6441.TWO
2025-11-24 00:00:00+08:00,22.899999618530273,23.149999618530273,22.799999237060547,23.149999618530273,48007,0.0,0.0,6441.TWO
2025-11-25 00:00:00+08:00,24.0,25.450000762939453,23.200000762939453,23.25,682060,0.0,0.0,6441.TWO
2025-11-26 00:00:00+08:00,23.100000381469727,23.200000762939453,22.799999237060547,22.899999618530273,126166,0.0,0.0,6441.TWO
2025-11-27 00:00:00+08:00,22.799999237060547,22.950000762939453,22.700000762939453,22.899999618530273,46846,0.0,0.0,6441.TWO
2025-11-28 00:00:00+08:00,22.950000762939453,23.0,22.899999618530273,23.0,20001,0.0,0.0,6441.TWO
2025-12-01 00:00:00+08:00,23.049999237060547,23.549999237060547,23.049999237060547,23.350000381469727,39001,0.0,0.0,6441.TWO
2025-12-02 00:00:00+08:00,23.399999618530273,23.799999237060547,23.350000381469727,23.5,53309,0.0,0.0,6441.TWO
2025-12-03 00:00:00+08:00,23.649999618530273,24.700000762939453,23.549999237060547,24.049999237060547,72700,0.0,0.0,6441.TWO
2025-12-04 00:00:00+08:00,24.049999237060547,24.049999237060547,23.799999237060547,23.799999237060547,22010,0.0,0.0,6441.TWO
2025-12-05 00:00:00+08:00,23.350000381469727,23.399999618530273,23.049999237060547,23.200000762939453,33225,0.0,0.0,6441.TWO
2025-12-08 00:00:00+08:00,23.200000762939453,23.200000762939453,22.899999618530273,23.100000381469727,44002,0.0,0.0,6441.TWO
