date,open,high,low,close,volume,dividends,stock_splits,symbol
2025-11-03 00:00:00+08:00,26.25,26.350000381469727,25.600000381469727,25.600000381469727,816139,0.0,0.0,1532.TW
2025-11-04 00:00:00+08:00,25.850000381469727,26.0,25.399999618530273,25.399999618530273,551000,0.0,0.0,1532.TW
2025-11-05 00:00:00+08:00,25.399999618530273,25.549999237060547,25.0,25.549999237060547,517768,0.0,0.0,1532.TW
2025-11-06 00:00:00+08:00,25.799999237060547,26.0,25.549999237060547,25.950000762939453,277000,0.0,0.0,1532.TW
2025-11-07 00:00:00+08:00,25.899999618530273,25.950000762939453,25.649999618530273,25.75,236233,0.0,0.0,1532.TW
2025-11-10 00:00:00+08:00,25.799999237060547,26.0,25.600000381469727,25.950000762939453,256008,0.0,0.0,1532.TW
2025-11-11 00:00:00+08:00,26.049999237060547,26.299999237060547,25.850000381469727,25.850000381469727,442000,0.0,0.0,1532.TW
2025-11-12 00:00:00+08:00,25.850000381469727,26.350000381469727,25.850000381469727,26.25,411040,0.0,0.0,1532.TW
2025-11-13 00:00:00+08:00,26.399999618530273,26.549999237060547,26.200000762939453,26.450000762939453,595024,0.0,0.0,1532.TW
2025-11-14 00:00:00+08:00,26.299999237060547,27.200000762939453,26.299999237060547,26.700000762939453,1361001,0.0,0.0,1532.TW
2025-11-17 00:00:00+08:00,26.700000762939453,26.850000381469727,26.0,26.149999618530273,828014,0.0,0.0,1532.TW
2025-11-18 00:00:00+08:00,26.0,26.049999237060547,25.200000762939453,25.200000762939453,1086809,0.0,0.0,1532.TW
2025-11-19 00:00:00+08:00,25.549999237060547,25.850000381469727,25.25,25.600000381469727,423145,0.0,0.0,1532.TW
2025-11-20 00:00:00+08:00,25.799999237060547,26.200000762939453,25.799999237060547,26.200000762939453,716106,0.0,0.0,1532.TW
2025-11-21 00:00:00+08:00,26.100000381469727,26.649999618530273,26.0,26.450000762939453,874525,0.0,0.0,1532.TW
2025-11-24 00:00:00+08:00,26.649999618530273,27.25,26.5,27.25,1252926,0.0,0.0,1532.TW
2025-11-25 00:00:00+08:00,27.25,27.299999237060547,26.899999618530273,27.100000381469727,489184,0.0,0.0,1532.TW
2025-11-26 00:00:00+08:00,27.299999237060547,27.950000762939453,27.100000381469727,27.950000762939453,1720738,0.0,0.0,1532.TW
2025-11-27 00:00:00+08:00,28.200000762939453,28.299999237060547,27.700000762939453,28.200000762939453,1040358,0.0,0.0,1532.TW
2025-11-28 00:00:00+08:00,28.200000762939453,28.5,28.049999237060547,28.200000762939453,548352,0.0,0.0,1532.TW
2025-12-01 00:00:00+08:00,28.200000762939453,28.350000381469727,27.5,27.950000762939453,592181,0.0,0.0,1532.TW
2025-12-02 00:00:00+08:00,27.899999618530273,28.149999618530273,27.75,27.899999618530273,398256,0.0,0.0,1532.TW
2025-12-03 00:00:00+08:00,28.100000381469727,28.100000381469727,27.75,28.0,526055,0.0,0.0,1532.TW
2025-12-04 00:00:00+08:00,28.299999237060547,28.299999237060547,27.899999618530273,28.100000381469727,362459,0.0,0.0,1532.TW
2025-12-05 00:00:00+08:00,28.049999237060547,28.200000762939453,27.700000762939453,28.0,505100,0.0,0.0,1532.TW
2025-12-08 00:00:00+08:00,28.0,28.100000381469727,27.450000762939453,27.700000762939453,392239,0.0,0.0,1532.TW
2025-12-09 00:00:00+08:00,27.399999618530273,27.549999237060547,27.299999237060547,27.299999237060547,397636,0.0,0.0,1532.TW
2025-12-10 00:00:00+08:00,27.350000381469727,27.350000381469727,27.049999237060547,27.049999237060547,344132,0.0,0.0,1532.TW
2025-12-11 00:00:00+08:00,27.049999237060547,27.100000381469727,26.850000381469727,26.950000762939453,332109,0.0,0.0,1532.TW
2025-12-12 00:00:00+08:00,27.049999237060547,27.25,26.799999237060547,26.899999618530273,404104,0.0,0.0,1532.TW
2025-12-15 00:00:00+08:00,26.799999237060547,27.299999237060547,26.600000381469727,27.100000381469727,353156,0.0,0.0,1532.TW
