date,open,high,low,close,volume,dividends,stock_splits,capital_gains,symbol
2024-12-02 00:00:00+08:00,19.440000534057617,19.5,19.260000228881836,19.389999389648438,439310,0.0,0.0,0.0,0061.TW
2024-12-03 00:00:00+08:00,19.559999465942383,19.559999465942383,19.360000610351562,19.43000030517578,822665,0.0,0.0,0.0,0061.TW
2024-12-04 00:00:00+08:00,19.43000030517578,19.459999084472656,19.350000381469727,19.3700008392334,336400,0.0,0.0,0.0,0061.TW
