date,open,high,low,close,volume,dividends,stock_splits,symbol
2025-11-03 00:00:00+08:00,48.400001525878906,48.400001525878906,48.20000076293945,48.20000076293945,33000,0.0,0.0,2433.TW
2025-11-04 00:00:00+08:00,48.150001525878906,48.29999923706055,48.150001525878906,48.20000076293945,41000,0.0,0.0,2433.TW
2025-11-05 00:00:00+08:00,48.150001525878906,48.20000076293945,48.04999923706055,48.04999923706055,36000,0.0,0.0,2433.TW
2025-11-06 00:00:00+08:00,48.099998474121094,48.150001525878906,48.04999923706055,48.150001525878906,43000,0.0,0.0,2433.TW
2025-11-07 00:00:00+08:00,48.150001525878906,48.150001525878906,48.099998474121094,48.099998474121094,17000,0.0,0.0,2433.TW
2025-11-10 00:00:00+08:00,48.099998474121094,48.099998474121094,48.0,48.0,13000,0.0,0.0,2433.TW
2025-11-11 00:00:00+08:00,48.0,48.099998474121094,48.0,48.099998474121094,22400,0.0,0.0,2433.TW
2025-11-12 00:00:00+08:00,48.099998474121094,48.29999923706055,48.099998474121094,48.150001525878906,25000,0.0,0.0,2433.TW
2025-11-13 00:00:00+08:00,48.150001525878906,48.150001525878906,48.150001525878906,48.150001525878906,18000,0.0,0.0,2433.TW
2025-11-14 00:00:00+08:00,48.150001525878906,48.150001525878906,48.04999923706055,48.04999923706055,14003,0.0,0.0,2433.TW
2025-11-17 00:00:00+08:00,48.0,48.04999923706055,47.900001525878906,47.95000076293945,52000,0.0,0.0,2433.TW
2025-11-18 00:00:00+08:00,47.75,47.79999923706055,47.5,47.599998474121094,74304,0.0,0.0,2433.TW
2025-11-19 00:00:00+08:00,47.599998474121094,47.599998474121094,47.5,47.54999923706055,20000,0.0,0.0,2433.TW
2025-11-20 00:00:00+08:00,47.79999923706055,47.79999923706055,47.54999923706055,47.75,24100,0.0,0.0,2433.TW
2025-11-21 00:00:00+08:00,47.79999923706055,48.0,47.599998474121094,47.650001525878906,35000,0.0,0.0,2433.TW
2025-11-24 00:00:00+08:00,47.95000076293945,47.95000076293945,47.650001525878906,47.849998474121094,15000,0.0,0.0,2433.TW
2025-11-25 00:00:00+08:00,47.849998474121094,47.900001525878906,47.849998474121094,47.900001525878906,17501,0.0,0.0,2433.TW
2025-11-26 00:00:00+08:00,48.20000076293945,48.5,47.849998474121094,48.0,23171,0.0,0.0,2433.TW
2025-11-27 00:00:00+08:00,48.0,48.0,47.650001525878906,47.849998474121094,10339,0.0,0.0,2433.TW
2025-11-28 00:00:00+08:00,47.900001525878906,48.29999923706055,47.900001525878906,48.25,13050,0.0,0.0,2433.TW
2025-12-01 00:00:00+08:00,47.900001525878906,48.20000076293945,47.849998474121094,47.900001525878906,8005,0.0,0.0,2433.TW
2025-12-02 00:00:00+08:00,48.04999923706055,48.04999923706055,48.0,48.0,6010,0.0,0.0,2433.TW
2025-12-03 00:00:00+08:00,48.0,48.04999923706055,47.900001525878906,47.900001525878906,18000,0.0,0.0,2433.TW
2025-12-04 00:00:00+08:00,47.900001525878906,48.150001525878906,47.79999923706055,48.150001525878906,11000,0.0,0.0,2433.TW
2025-12-05 00:00:00+08:00,48.25,48.25,47.849998474121094,48.099998474121094,9003,0.0,0.0,2433.TW
2025-12-08 00:00:00+08:00,48.349998474121094,48.349998474121094,47.900001525878906,48.099998474121094,5003,0.0,0.0,2433.TW
2025-12-09 00:00:00+08:00,47.900001525878906,47.900001525878906,47.849998474121094,47.849998474121094,11063,0.0,0.0,2433.TW
2025-12-10 00:00:00+08:00,47.849998474121094,47.95000076293945,47.849998474121094,47.95000076293945,9550,0.0,0.0,2433.TW
2025-12-11 00:00:00+08:00,47.95000076293945,48.0,47.5,47.79999923706055,27000,0.0,0.0,2433.TW
2025-12-12 00:00:00+08:00,47.79999923706055,47.849998474121094,47.79999923706055,47.849998474121094,2000,0.0,0.0,2433.TW
2025-12-15 00:00:00+08:00,47.75,47.849998474121094,47.75,47.75,21230,0.0,0.0,2433.TW
2025-12-16 00:00:00+08:00,47.75,47.75,47.400001525878906,47.5,41150,0.0,0.0,2433.TW
2025-12-17 00:00:00+08:00,47.5,47.5,47.349998474121094,47.400001525878906,48156,0.0,0.0,2433.TW
2025-12-18 00:00:00+08:00,47.400001525878906,47.5,47.20000076293945,47.45000076293945,52050,0.0,0.0,2433.TW
2025-12-19 00:00:00+08:00,47.400001525878906,47.45000076293945,47.400001525878906,47.45000076293945,10050,0.0,0.0,2433.TW
2025-12-22 00:00:00+08:00,47.45000076293945,47.45000076293945,47.400001525878906,47.45000076293945,23010,0.0,0.0,2433.TW
2025-12-23 00:00:00+08:00,47.45000076293945,47.45000076293945,47.349998474121094,47.45000076293945,15050,0.0,0.0,2433.TW
2025-12-24 00:00:00+08:00,47.5,47.5,47.349998474121094,47.5,15000,0.0,0.0,2433.TW
2025-12-26 00:00:00+08:00,47.599998474121094,47.900001525878906,47.599998474121094,47.599998474121094,13000,0.0,0.0,2433.TW
2025-12-29 00:00:00+08:00,47.45000076293945,47.45000076293945,47.400001525878906,47.45000076293945,22000,0.0,0.0,2433.TW
2025-12-30 00:00:00+08:00,47.29999923706055,47.599998474121094,47.25,47.599998474121094,21000,0.0,0.0,2433.TW
2025-12-31 00:00:00+08:00,47.54999923706055,47.54999923706055,47.5,47.5,7000,0.0,0.0,2433.TW
2026-01-02 00:00:00+08:00,47.29999923706055,47.599998474121094,47.29999923706055,47.5,9164,0.0,0.0,2433.TW
2026-01-05 00:00:00+08:00,47.20000076293945,47.25,47.099998474121094,47.20000076293945,40001,0.0,0.0,2433.TW
2026-01-06 00:00:00+08:00,47.20000076293945,47.25,47.150001525878906,47.25,30000,0.0,0.0,2433.TW
2026-01-07 00:00:00+08:00,47.099998474121094,47.20000076293945,47.0,47.150001525878906,41000,0.0,0.0,2433.TW
2026-01-08 00:00:00+08:00,47.150001525878906,47.150001525878906,46.900001525878906,47.0,91600,0.0,0.0,2433.TW
2026-01-09 00:00:00+08:00,47.0,47.0,46.95000076293945,47.0,26030,0.0,0.0,2433.TW
2026-01-12 00:00:00+08:00,46.849998474121094,47.0,46.849998474121094,46.95000076293945,54400,0.0,0.0,2433.TW
2026-01-13 00:00:00+08:00,46.900001525878906,46.900001525878906,46.650001525878906,46.70000076293945,80000,0.0,0.0,2433.TW
2026-01-14 00:00:00+08:00,46.79999923706055,46.79999923706055,46.70000076293945,46.70000076293945,49000,0.0,0.0,2433.TW
2026-01-15 00:00:00+08:00,46.5,46.900001525878906,46.5,46.70000076293945,43060,0.0,0.0,2433.TW
2026-01-16 00:00:00+08:00,46.70000076293945,46.79999923706055,46.70000076293945,46.79999923706055,46000,0.0,0.0,2433.TW
2026-01-19 00:00:00+08:00,46.900001525878906,46.900001525878906,46.599998474121094,46.75,78000,0.0,0.0,2433.TW
2026-01-20 00:00:00+08:00,46.75,46.75,46.650001525878906,46.75,31000,0.0,0.0,2433.TW
2026-01-21 00:00:00+08:00,46.70000076293945,46.900001525878906,46.70000076293945,46.900001525878906,28000,0.0,0.0,2433.TW
2026-01-22 00:00:00+08:00,47.0,47.0,46.75,47.0,54100,0.0,0.0,2433.TW
2026-01-23 00:00:00+08:00,47.0,47.0,46.849998474121094,46.95000076293945,28000,0.0,0.0,2433.TW
2026-01-26 00:00:00+08:00,46.79999923706055,46.79999923706055,46.70000076293945,46.70000076293945,34000,0.0,0.0,2433.TW
2026-01-27 00:00:00+08:00,46.70000076293945,46.79999923706055,46.599998474121094,46.650001525878906,32000,0.0,0.0,2433.TW
2026-01-28 00:00:00+08:00,46.650001525878906,46.650001525878906,46.54999923706055,46.599998474121094,41400,0.0,0.0,2433.TW
2026-01-29 00:00:00+08:00,46.599998474121094,46.599998474121094,46.5,46.5,53000,0.0,0.0,2433.TW
2026-01-30 00:00:00+08:00,46.5,46.5,46.29999923706055,46.349998474121094,58000,0.0,0.0,2433.TW
2026-02-02 00:00:00+08:00,46.349998474121094,46.900001525878906,46.349998474121094,46.849998474121094,98050,0.0,0.0,2433.TW
2026-02-03 00:00:00+08:00,46.599998474121094,46.650001525878906,46.5,46.650001525878906,19000,0.0,0.0,2433.TW
2026-02-04 00:00:00+08:00,47.0,47.0,46.54999923706055,46.599998474121094,11000,0.0,0.0,2433.TW
